Variable	Table	SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Ontology
LBDVTOLC	LAB04	LBDVTOLC-LAB04	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	VOCWB_D	LBDVTOLC-VOCWB_D	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	VOCWB_E	LBDVTOLC-VOCWB_E	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	VOCWB_F	LBDVTOLC-VOCWB_F	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	VOCWB_H	LBDVTOLC-VOCWB_H	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	VOCWB_I	LBDVTOLC-VOCWB_I	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	VOCWBS_H	LBDVTOLC-VOCWBS_H	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	VOCWBS_I	LBDVTOLC-VOCWBS_I	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVVBLC	P_VOCWB	LBDVVBLC-P_VOCWB	Vinyl Bromide	Bromoethene	NCIT:C44346	http://purl.obolibrary.org/obo/NCIT_C44346	0.989	NCIT
LBDVVBLC	VOCWB_H	LBDVVBLC-VOCWB_H	Vinyl Bromide	Bromoethene	NCIT:C44346	http://purl.obolibrary.org/obo/NCIT_C44346	0.989	NCIT
LBDVVBLC	VOCWB_I	LBDVVBLC-VOCWB_I	Vinyl Bromide	Bromoethene	NCIT:C44346	http://purl.obolibrary.org/obo/NCIT_C44346	0.989	NCIT
LBDVVBLC	VOCWB_J	LBDVVBLC-VOCWB_J	Vinyl Bromide	Bromoethene	NCIT:C44346	http://purl.obolibrary.org/obo/NCIT_C44346	0.989	NCIT
LBDVVBLC	VOCWBS_H	LBDVVBLC-VOCWBS_H	Vinyl Bromide	Bromoethene	NCIT:C44346	http://purl.obolibrary.org/obo/NCIT_C44346	0.989	NCIT
LBDVVBLC	VOCWBS_I	LBDVVBLC-VOCWBS_I	Vinyl Bromide	Bromoethene	NCIT:C44346	http://purl.obolibrary.org/obo/NCIT_C44346	0.989	NCIT
LBDVWCGP	MMRV_F	LBDVWCGP-MMRV_F	Varicella antibody confirmed	Varicella-Zoster Virus Antibody	NCIT:C118486	http://purl.obolibrary.org/obo/NCIT_C118486	0.732	NCIT
LBDVXYLC	L04VOC_B	LBDVXYLC-L04VOC_B	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	L04VOC_C	LBDVXYLC-L04VOC_C	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	LAB04	LBDVXYLC-LAB04	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	P_VOCWB	LBDVXYLC-P_VOCWB	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWB_D	LBDVXYLC-VOCWB_D	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWB_E	LBDVXYLC-VOCWB_E	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWB_F	LBDVXYLC-VOCWB_F	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWB_G	LBDVXYLC-VOCWB_G	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWB_H	LBDVXYLC-VOCWB_H	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWB_I	LBDVXYLC-VOCWB_I	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWB_J	LBDVXYLC-VOCWB_J	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWBS_H	LBDVXYLC-VOCWBS_H	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDVXYLC	VOCWBS_I	LBDVXYLC-VOCWBS_I	m-/p-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.816	NCIT
LBDW11LC	AL_IGE_D	LBDW11LC-AL_IGE_D	Thistle IgE antibody	Russian Thistle Pollen IgE Antibody Measurement	NCIT:C165888	http://purl.obolibrary.org/obo/NCIT_C165888	0.734	NCIT
LBDWBFLC	L04VOC_B	LBDWBFLC-L04VOC_B	Water Bromoform	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.862	NCIT
LBDWBFLC	L04VOC_C	LBDWBFLC-L04VOC_C	Water Bromoform	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.862	NCIT
LBDWBFLC	LAB04	LBDWBFLC-LAB04	Water Bromoform	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.862	NCIT
LBDWBFLC	VOC_D	LBDWBFLC-VOC_D	Water Bromoform	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.862	NCIT
LBDWBFLC	VOC_E	LBDWBFLC-VOC_E	Water Bromoform	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.862	NCIT
LBDWBFLC	VOC_F	LBDWBFLC-VOC_F	Water Bromoform	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.862	NCIT
LBDWBMLC	L04VOC_B	LBDWBMLC-L04VOC_B	Water Bromodichloromethane	Bromodichloromethane	NCIT:C44345	http://purl.obolibrary.org/obo/NCIT_C44345	0.915	NCIT
LBDWBMLC	L04VOC_C	LBDWBMLC-L04VOC_C	Water Bromodichloromethane	Bromodichloromethane	NCIT:C44345	http://purl.obolibrary.org/obo/NCIT_C44345	0.915	NCIT
LBDWBMLC	LAB04	LBDWBMLC-LAB04	Water Bromodichloromethane	Bromodichloromethane	NCIT:C44345	http://purl.obolibrary.org/obo/NCIT_C44345	0.915	NCIT
LBDWBMLC	VOC_D	LBDWBMLC-VOC_D	Water Bromodichloromethane	Bromodichloromethane	NCIT:C44345	http://purl.obolibrary.org/obo/NCIT_C44345	0.915	NCIT
LBDWBMLC	VOC_E	LBDWBMLC-VOC_E	Water Bromodichloromethane	Bromodichloromethane	NCIT:C44345	http://purl.obolibrary.org/obo/NCIT_C44345	0.915	NCIT
LBDWBMLC	VOC_F	LBDWBMLC-VOC_F	Water Bromodichloromethane	Bromodichloromethane	NCIT:C44345	http://purl.obolibrary.org/obo/NCIT_C44345	0.915	NCIT
LBDWCFLC	L04VOC_B	LBDWCFLC-L04VOC_B	Water Chloroform	Chloroform	NCIT:C29815	http://purl.obolibrary.org/obo/NCIT_C29815	0.852	NCIT
LBDWCFLC	L04VOC_C	LBDWCFLC-L04VOC_C	Water Chloroform	Chloroform	NCIT:C29815	http://purl.obolibrary.org/obo/NCIT_C29815	0.852	NCIT
LBDWCFLC	LAB04	LBDWCFLC-LAB04	Water Chloroform	Chloroform	NCIT:C29815	http://purl.obolibrary.org/obo/NCIT_C29815	0.852	NCIT
LBDWCFLC	VOC_D	LBDWCFLC-VOC_D	Water Chloroform	Chloroform	NCIT:C29815	http://purl.obolibrary.org/obo/NCIT_C29815	0.852	NCIT
LBDWCFLC	VOC_E	LBDWCFLC-VOC_E	Water Chloroform	Chloroform	NCIT:C29815	http://purl.obolibrary.org/obo/NCIT_C29815	0.852	NCIT
LBDWCFLC	VOC_F	LBDWCFLC-VOC_F	Water Chloroform	Chloroform	NCIT:C29815	http://purl.obolibrary.org/obo/NCIT_C29815	0.852	NCIT
LBDWFLLC	FLDEW_H	LBDWFLLC-FLDEW_H	Fluoride water	Fluoride Ion	NCIT:C28149	http://purl.obolibrary.org/obo/NCIT_C28149	0.825	NCIT
LBDWFLLC	FLDW_K_R	LBDWFLLC-FLDW_K_R	Fluoride water	Fluoride Ion	NCIT:C28149	http://purl.obolibrary.org/obo/NCIT_C28149	0.825	NCIT
LBDWIOLC	WPIN_D	LBDWIOLC-WPIN_D	Iodide water	Iodide	NCIT:C68255	http://purl.obolibrary.org/obo/NCIT_C68255	0.808	NCIT
LBDWNOLC	WPIN_D	LBDWNOLC-WPIN_D	Nitrate water	Nitrate	NCIT:C80487	http://purl.obolibrary.org/obo/NCIT_C80487	0.819	NCIT
LBDZBZLC	LAB21	LBDZBZLC-LAB21	Benzene	Benzene	NCIT:C302	http://purl.obolibrary.org/obo/NCIT_C302	0.991	NCIT
LBDZCFLC	LAB21	LBDZCFLC-LAB21	Chloroform	Chloroform	NCIT:C29815	http://purl.obolibrary.org/obo/NCIT_C29815	0.994	NCIT
LBDZDBLC	LAB21	LBDZDBLC-LAB21	14-dichlorobenzene	Paradichlorobenzene	NCIT:C44297	http://purl.obolibrary.org/obo/NCIT_C44297	0.809	NCIT
LBDZEASI	L45VIT_C	LBDZEASI-L45VIT_C	Zeaxanthin(umol/L)	Zeaxanthin	NCIT:C68310	http://purl.obolibrary.org/obo/NCIT_C68310	0.84	NCIT
LBDZEBLC	LAB21	LBDZEBLC-LAB21	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDZOXLC	LAB21	LBDZOXLC-LAB21	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDZTELC	LAB21	LBDZTELC-LAB21	Tetrachloroethene	Tetrachloroethylene	NCIT:C44451	http://purl.obolibrary.org/obo/NCIT_C44451	0.99	NCIT
LBDZTILC	LAB21	LBDZTILC-LAB21	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDZTOLC	LAB21	LBDZTOLC-LAB21	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDZXYLC	LAB21	LBDZXYLC-LAB21	mp-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.784	NCIT
LBX066	L28DFP_C	LBX066-L28DFP_C	PCB66 (ng/g)	CB66	EFO:0004073	http://www.ebi.ac.uk/efo/EFO_0004073	0.764	EFO
LBX066	L28POC_B	LBX066-L28POC_B	PCB66 (ng/g)	CB66	EFO:0004073	http://www.ebi.ac.uk/efo/EFO_0004073	0.764	EFO
LBX066	LAB28POC	LBX066-LAB28POC	PCB66 (ng/g)	CB66	EFO:0004073	http://www.ebi.ac.uk/efo/EFO_0004073	0.764	EFO
LBX10AL	ALD_H	LBX10AL-ALD_H	Decanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.745	NCIT
LBX10AL	ALDS_H	LBX10AL-ALDS_H	Decanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.745	NCIT
LBX11	HPVSER_E	LBX11-HPVSER_E	HPV 11 result	Human Papillomavirus-11	NCIT:C99178	http://purl.obolibrary.org/obo/NCIT_C99178	0.702	NCIT
LBX11	HPVSER_F	LBX11-HPVSER_F	HPV 11 result	Human Papillomavirus-11	NCIT:C99178	http://purl.obolibrary.org/obo/NCIT_C99178	0.702	NCIT
LBX11	SER_E_R	LBX11-SER_E_R	HPV 11 result	Human Papillomavirus-11	NCIT:C99178	http://purl.obolibrary.org/obo/NCIT_C99178	0.702	NCIT
LBX11	SER_F_R	LBX11-SER_F_R	HPV 11 result	Human Papillomavirus-11	NCIT:C99178	http://purl.obolibrary.org/obo/NCIT_C99178	0.702	NCIT
LBX128	L28NPB_C	LBX128-L28NPB_C	PCB128 (ng/g)	CB128	EFO:0004046	http://www.ebi.ac.uk/efo/EFO_0004046	0.739	EFO
LBX128	L28POC_B	LBX128-L28POC_B	PCB128 (ng/g)	CB128	EFO:0004046	http://www.ebi.ac.uk/efo/EFO_0004046	0.739	EFO
LBX128	LAB28POC	LBX128-LAB28POC	PCB128 (ng/g)	CB128	EFO:0004046	http://www.ebi.ac.uk/efo/EFO_0004046	0.739	EFO
LBX16	HPVSER_E	LBX16-HPVSER_E	HPV 16 result	Human Papillomavirus-16	NCIT:C14338	http://purl.obolibrary.org/obo/NCIT_C14338	0.709	NCIT
LBX16	HPVSER_F	LBX16-HPVSER_F	HPV 16 result	Human Papillomavirus-16	NCIT:C14338	http://purl.obolibrary.org/obo/NCIT_C14338	0.709	NCIT
LBX16	SER_E_R	LBX16-SER_E_R	HPV 16 result	Human Papillomavirus-16	NCIT:C14338	http://purl.obolibrary.org/obo/NCIT_C14338	0.709	NCIT
LBX16	SER_F_R	LBX16-SER_F_R	HPV 16 result	Human Papillomavirus-16	NCIT:C14338	http://purl.obolibrary.org/obo/NCIT_C14338	0.709	NCIT
LBX17H	TST_K_R	LBX17H-TST_K_R	17α-hydroxyprogesterone (ng/dL)	Hydroxyprogesterone	NCIT:C87242	http://purl.obolibrary.org/obo/NCIT_C87242	0.907	NCIT
LBX18	HPVSER_E	LBX18-HPVSER_E	HPV 18 result	Experimental Result	NCIT:C76125	http://purl.obolibrary.org/obo/NCIT_C76125	0.706	NCIT
LBX18	HPVSER_F	LBX18-HPVSER_F	HPV 18 result	Experimental Result	NCIT:C76125	http://purl.obolibrary.org/obo/NCIT_C76125	0.706	NCIT
LBX18	SER_E_R	LBX18-SER_E_R	HPV 18 result	Experimental Result	NCIT:C76125	http://purl.obolibrary.org/obo/NCIT_C76125	0.706	NCIT
LBX18	SER_F_R	LBX18-SER_F_R	HPV 18 result	Experimental Result	NCIT:C76125	http://purl.obolibrary.org/obo/NCIT_C76125	0.706	NCIT
LBX189	L28DFP_C	LBX189-L28DFP_C	PCB189 (ng/g)	CB189	EFO:0004076	http://www.ebi.ac.uk/efo/EFO_0004076	0.769	EFO
LBX189	L28POC_B	LBX189-L28POC_B	PCB189 (ng/g)	CB189	EFO:0004076	http://www.ebi.ac.uk/efo/EFO_0004076	0.769	EFO
LBX3AL	ALD_H	LBX3AL-ALD_H	Propanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.725	NCIT
LBX3AL	ALDS_H	LBX3AL-ALDS_H	Propanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.725	NCIT
LBX5AL	ALD_H	LBX5AL-ALD_H	Pentanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.746	NCIT
LBX5AL	ALDS_H	LBX5AL-ALDS_H	Pentanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.746	NCIT
LBX6AL	ALD_H	LBX6AL-ALD_H	Hexanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.745	NCIT
LBX6AL	ALDS_H	LBX6AL-ALDS_H	Hexanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.745	NCIT
LBX7AL	ALD_H	LBX7AL-ALD_H	Heptanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.702	NCIT
LBX7AL	ALDS_H	LBX7AL-ALDS_H	Heptanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.702	NCIT
LBX8AL	ALD_H	LBX8AL-ALD_H	Octanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.747	NCIT
LBX8AL	ALDS_H	LBX8AL-ALDS_H	Octanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.747	NCIT
LBX9AL	ALD_H	LBX9AL-ALD_H	Nonanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.738	NCIT
LBX9AL	ALDS_H	LBX9AL-ALDS_H	Nonanaldehyde (ng/mL)	Aldehyde	NCIT:C94714	http://purl.obolibrary.org/obo/NCIT_C94714	0.738	NCIT
LBX9M11N	HPVN_D_R	LBX9M11N-HPVN_D_R	HPV 11 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.848	NCIT
LBX9M16N	HPVN_D_R	LBX9M16N-HPVN_D_R	HPV 16 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.844	NCIT
LBX9M18N	HPVN_D_R	LBX9M18N-HPVN_D_R	HPV 18 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.854	NCIT
LBX9M31N	HPVN_D_R	LBX9M31N-HPVN_D_R	HPV 31 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.835	NCIT
LBX9M33N	HPVN_D_R	LBX9M33N-HPVN_D_R	HPV 33 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.831	NCIT
LBX9M45N	HPVN_D_R	LBX9M45N-HPVN_D_R	HPV 45 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.827	NCIT
LBX9M52N	HPVN_D_R	LBX9M52N-HPVN_D_R	HPV 52 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.826	NCIT
LBX9M58N	HPVN_D_R	LBX9M58N-HPVN_D_R	HPV 58 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.824	NCIT
LBX9M6N	HPVN_D_R	LBX9M6N-HPVN_D_R	HPV 6 (Quantitative)	Quantitative Assay	NCIT:C189877	http://purl.obolibrary.org/obo/NCIT_C189877	0.881	NCIT
LBXACR	AMDGDS_H	LBXACR-AMDGDS_H	Acrylamide (pmol/g Hb)	Acrylamide	NCIT:C44329	http://purl.obolibrary.org/obo/NCIT_C44329	0.748	NCIT
LBXACR	AMDGYD_D	LBXACR-AMDGYD_D	Acrylamide (pmoL/G Hb)	Acrylamide	NCIT:C44329	http://purl.obolibrary.org/obo/NCIT_C44329	0.748	NCIT
LBXACR	AMDGYD_H	LBXACR-AMDGYD_H	Acrylamide (pmol/g Hb)	Acrylamide	NCIT:C44329	http://purl.obolibrary.org/obo/NCIT_C44329	0.748	NCIT
LBXACR	AMDGYD_I	LBXACR-AMDGYD_I	Acrylamide (pmol/g Hb)	Acrylamide	NCIT:C44329	http://purl.obolibrary.org/obo/NCIT_C44329	0.748	NCIT
LBXACR	L06AGE_C	LBXACR-L06AGE_C	Acrylamide (pmoL/G Hb)	Acrylamide	NCIT:C44329	http://purl.obolibrary.org/obo/NCIT_C44329	0.748	NCIT
LBXACY	L45VIT_C	LBXACY-L45VIT_C	a-Cryptoxanthin(ug/dL)	cryptoxanthin measurement	EFO:0007897	http://www.ebi.ac.uk/efo/EFO_0007897	0.804	EFO
LBXALC	L06VIT_B	LBXALC-L06VIT_B	a-carotene(ug/dL)	Carotene	NCIT:C350	http://purl.obolibrary.org/obo/NCIT_C350	0.774	NCIT
LBXALC	L45VIT_C	LBXALC-L45VIT_C	a-Carotene(ug/dL)	Carotene	NCIT:C350	http://purl.obolibrary.org/obo/NCIT_C350	0.774	NCIT
LBXALD	L28OCP_C	LBXALD-L28OCP_C	Aldrin (ng/g)	Maltodextrin	NCIT:C68474	http://purl.obolibrary.org/obo/NCIT_C68474	0.773	NCIT
LBXALD	L28POC_B	LBXALD-L28POC_B	Aldrin (ng/g)	Maltodextrin	NCIT:C68474	http://purl.obolibrary.org/obo/NCIT_C68474	0.773	NCIT
LBXAMH	TST_K_R	LBXAMH-TST_K_R	Anti-Mullerian hormone (ng/mL)	Anti-Mullerian Hormone Measurement	NCIT:C120625	http://purl.obolibrary.org/obo/NCIT_C120625	0.742	NCIT
LBXAND	TST_K_R	LBXAND-TST_K_R	Androstenedione (ng/dL)	Androstenedione Measurement	NCIT:C74843	http://purl.obolibrary.org/obo/NCIT_C74843	0.918	NCIT
LBXAPB	APOB_E	LBXAPB-APOB_E	Apolipoprotein (B) (mg/dL)	Apolipoprotein B Measurement	NCIT:C74734	http://purl.obolibrary.org/obo/NCIT_C74734	0.928	NCIT
LBXAPB	APOB_F	LBXAPB-APOB_F	Apolipoprotein (B) (mg/dL)	Apolipoprotein B Measurement	NCIT:C74734	http://purl.obolibrary.org/obo/NCIT_C74734	0.928	NCIT
LBXAPB	APOB_G	LBXAPB-APOB_G	Apolipoprotein (B) (mg/dL)	Apolipoprotein B Measurement	NCIT:C74734	http://purl.obolibrary.org/obo/NCIT_C74734	0.928	NCIT
LBXAPB	APOB_H	LBXAPB-APOB_H	Apolipoprotein (B) (mg/dL)	Apolipoprotein B Measurement	NCIT:C74734	http://purl.obolibrary.org/obo/NCIT_C74734	0.928	NCIT
LBXAPB	APOB_I	LBXAPB-APOB_I	Apolipoprotein (B) (mg/dL)	Apolipoprotein B Measurement	NCIT:C74734	http://purl.obolibrary.org/obo/NCIT_C74734	0.928	NCIT
LBXAPB	TRIGLY_D	LBXAPB-TRIGLY_D	Apolipoprotein (B) (mg/dL)	Apolipoprotein B Measurement	NCIT:C74734	http://purl.obolibrary.org/obo/NCIT_C74734	0.928	NCIT
LBXAR1	FAS_G	LBXAR1-FAS_G	Arachidic acid (20:0) (umol/L)	Arachidic Acid	NCIT:C68321	http://purl.obolibrary.org/obo/NCIT_C68321	0.777	NCIT
LBXAR1	FAS_H	LBXAR1-FAS_H	Arachidic acid (20:0) (umol/L)	Arachidic Acid	NCIT:C68321	http://purl.obolibrary.org/obo/NCIT_C68321	0.777	NCIT
LBXARA	FAS_G	LBXARA-FAS_G	Arachidonic acid (20:4n-6) (umol/L)	Arachidonic Acid	NCIT:C282	http://purl.obolibrary.org/obo/NCIT_C282	0.739	NCIT
LBXARA	FAS_H	LBXARA-FAS_H	Arachidonic acid (20:4n-6) (umol/L)	Arachidonic Acid	NCIT:C282	http://purl.obolibrary.org/obo/NCIT_C282	0.739	NCIT
LBXATC	L45VIT_C	LBXATC-L45VIT_C	a-Tocopherol(ug/dL)	Tocopherol	NCIT:C68313	http://purl.obolibrary.org/obo/NCIT_C68313	0.831	NCIT
LBXATG	THYROD_E	LBXATG-THYROD_E	Thyroglobulin antibodies (IU/mL)	Thyroid Antithyroglobulin Antibody Measurement	NCIT:C81992	http://purl.obolibrary.org/obo/NCIT_C81992	0.821	NCIT
LBXATG	THYROD_F	LBXATG-THYROD_F	Thyroglobulin antibodies (IU/mL)	Thyroid Antithyroglobulin Antibody Measurement	NCIT:C81992	http://purl.obolibrary.org/obo/NCIT_C81992	0.821	NCIT
LBXATG	THYROD_G	LBXATG-THYROD_G	Thyroglobulin antibodies (IU/mL)	Thyroid Antithyroglobulin Antibody Measurement	NCIT:C81992	http://purl.obolibrary.org/obo/NCIT_C81992	0.821	NCIT
LBXATG	THYD_K_R	LBXATG-THYD_K_R	Thyroglobulin antibodies (pmol/L)	Thyroid Antithyroglobulin Antibody Measurement	NCIT:C81992	http://purl.obolibrary.org/obo/NCIT_C81992	0.816	NCIT
LBXB12	B12_D	LBXB12-B12_D	Vitamin B12 ( pg/mL)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.842	NCIT
LBXB12	VITB12_G	LBXB12-VITB12_G	Vitamin B12( pg/mL)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.842	NCIT
LBXB12	L06_B	LBXB12-L06_B	Vitamin B12 serum (pg/mL)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.703	NCIT
LBXB12	L06NB_C	LBXB12-L06NB_C	Vitamin B12 serum (pg/mL)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.703	NCIT
LBXB12	LAB06	LBXB12-LAB06	Vitamin B12 serum (pg/mL)	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.703	NCIT
LBXBAP	L11_C	LBXBAP-L11_C	Bone alkaline phosphotase (ug/L)	Bone Specific Alkaline Phosphatase	NCIT:C113515	http://purl.obolibrary.org/obo/NCIT_C113515	0.829	NCIT
LBXBAP	LAB11	LBXBAP-LAB11	Bone alkaline phosphotase (ug/L)	Bone Specific Alkaline Phosphatase	NCIT:C113515	http://purl.obolibrary.org/obo/NCIT_C113515	0.829	NCIT
LBXBAPCT	CBC_D	LBXBAPCT-CBC_D	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	CBC_E	LBXBAPCT-CBC_E	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	CBC_F	LBXBAPCT-CBC_F	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	CBC_G	LBXBAPCT-CBC_G	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	CBC_H	LBXBAPCT-CBC_H	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	CBC_I	LBXBAPCT-CBC_I	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	CBC_J	LBXBAPCT-CBC_J	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	L25_B	LBXBAPCT-L25_B	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	L25_C	LBXBAPCT-L25_C	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	LAB25	LBXBAPCT-LAB25	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
LBXBAPCT	P_CBC	LBXBAPCT-P_CBC	Basophils percent (%)	Absolute Basophil Count	NCIT:C64470	http://purl.obolibrary.org/obo/NCIT_C64470	0.832	NCIT
